pad_number,x,y,via_x,via_y,connector_number,connector_pin,pin_name,sector,strip,channel_id,pin_x,pin_y,pad_angle,pad_cx,pad_cy,pad_area,pad_w,pad_h,radius,phi,delta_phi,mec8_connector,mec8_pin
990,421.096,395.687,412.638,388.035,7,103,S95,7,33,928,457.6406,429.901,313.967,412.6411,387.9505,132.994,11.9094,11.4481,616.5327,0.74120701,0.02556433,0,38
991,271.668,254.275,263.019,246.852,7,104,S96,7,34,929,463.6145,435.6633,313.967,263.0254,246.771,132.519,11.9092,11.4585,410.8424,0.73287637,-0.00833064,0,37
992,330.468,308.532,321.654,301.277,7,107,S97,7,31,926,458.3349,429.1813,313.967,321.659,301.1937,132.766,11.9117,11.4706,490.8452,0.73489103,-0.00290005,0,34
993,181.542,166.539,172.042,160.083,7,108,S98,7,32,927,464.3087,434.9435,313.967,172.0539,160.0065,131.774,11.9389,11.5109,285.202,0.71564268,-0.01924835,0,33
994,240.099,221.075,230.67,214.514,7,109,S99,7,29,924,458.682,428.8214,313.967,230.6778,214.4343,132.33,11.9177,11.5105,365.1848,0.72313863,0.02434378,0,32
995,388.704,363.395,380.292,355.698,7,110,S100,7,30,925,464.6558,434.5837,313.967,380.2959,355.614,132.924,11.933,11.4789,570.8391,0.73779108,0.01465245,0,31
996,298.708,275.543,289.305,268.938,7,111,S101,7,27,922,459.0291,428.4616,313.967,289.3102,268.8563,132.638,11.941,11.5129,445.1743,0.72774908,-0.00477271,0,30
997,97.166,89.368,89.389,81.127,7,112,S102,7,28,923,465.0029,434.2238,313.967,89.407,81.0572,144.008,13.328,11.6963,170.918,0.69879485,-0.02895423,0,29
998,415.119,385.34,406.582,377.778,7,113,S103,7,25,920,459.3762,428.1017,313.967,406.5853,377.6929,132.986,11.975,11.5173,605.1483,0.73526303,0.02389913,0,28
999,356.757,330.614,347.942,323.359,7,114,S104,7,26,921,465.3501,433.8639,313.967,347.9464,323.2753,132.851,11.9616,11.5154,525.1567,0.73252179,-0.00274124,0,27
1000,266.663,242.84,256.949,236.597,7,115,S105,7,23,918,459.7233,427.7418,313.967,256.9548,236.5156,132.476,11.9783,11.5673,399.5055,0.71998332,-0.00654138,0,26
1001,208.349,188.033,198.313,182.172,7,116,S106,7,24,919,465.6972,433.5041,313.967,198.3224,182.0939,132.053,11.9537,11.5787,319.5377,0.7113639,-0.00861942,0,25
1002,383.272,352.438,374.228,345.435,7,117,S107,7,21,916,460.0705,427.382,313.967,374.2311,345.3511,132.914,12.0043,11.5545,559.4671,0.72983014,-0.00422651,0,24
1003,324.712,297.923,315.587,291.017,7,118,S108,7,22,917,466.0443,433.1442,313.967,315.5916,290.9342,132.73,11.9938,11.5597,479.4781,0.7265247,-0.00330544,0,23
1004,149.685,133.589,139.685,127.739,7,119,S109,7,19,914,460.4176,427.0221,313.967,139.7,127.6659,131.214,11.9528,11.6007,239.5747,0.69909187,-0.02060986,0,22
1005,438.932,405.842,432.869,399.852,7,120,S110,7,20,915,466.3914,432.7843,313.967,432.8718,399.7672,133.038,12.0114,11.55,636.5622,0.73405665,0.03496478,0,21
1006,351.18,319.787,341.868,313.089,7,121,S111,7,17,912,460.7647,426.6622,313.967,341.8713,313.0059,132.815,12.0387,11.5988,513.7879,0.72411322,-0.00357902,0,20
1007,292.529,265.363,283.225,258.671,7,122,S112,7,18,913,466.7386,432.4244,313.967,283.2301,258.5889,132.599,12.0346,11.6134,433.803,0.71970173,-0.00441149,0,19
1008,234.619,210.104,224.583,204.25,7,123,S113,7,15,910,461.1118,426.3023,313.967,224.5906,204.1701,132.266,12.027,11.6361,353.8462,0.71014116,0.00815672,0,18
1009,409.686,374.365,400.511,367.506,7,124,S114,7,16,911,467.0857,432.0646,313.967,400.5135,367.4218,132.964,12.0414,11.5879,593.7741,0.72769224,0.01755108,0,17
1010,377.673,341.614,368.146,335.157,7,125,S115,7,13,908,461.459,425.9425,313.967,368.1488,335.0731,132.888,12.0764,11.6329,548.0945,0.72192285,-0.00383067,0,16
1011,175.422,156.262,165.942,149.824,7,126,S116,7,14,909,467.4328,431.7047,313.967,165.9541,149.7485,131.657,12.0118,11.6742,273.8662,0.70198444,-0.01993841,0,15
1012,319.212,286.976,309.5,280.739,7,127,S117,7,11,906,461.8061,425.5826,313.967,309.5035,280.6567,132.706,12.0802,11.6525,468.117,0.71684913,0.00772461,0,14
1013,436.11,396.272,426.792,389.574,7,128,S118,7,12,907,467.7799,431.3448,313.967,426.7936,389.489,133.018,12.0742,11.6178,628.0778,0.72575352,0.00890439,0,13
1014,201.294,178.781,192.203,171.897,7,129,S119,7,9,904,462.1532,425.2227,313.967,192.2115,171.8187,131.966,12.0894,11.7272,308.1628,0.70356875,-0.01485533,0,12
1015,260.888,232.169,250.852,226.32,7,130,S120,7,10,905,468.127,430.985,313.967,250.8581,226.2388,132.431,12.0854,11.6815,388.1505,0.70912452,0.00555577,0,11
1016,345.824,308.656,335.773,302.803,7,131,S121,7,7,902,462.5003,424.8629,313.967,335.7762,302.7198,132.79,12.1193,11.6852,502.4246,0.71457952,0.00778589,0,10
1017,404.772,362.759,394.423,357.221,7,132,S122,7,8,903,468.4742,430.6251,313.967,394.4246,357.1366,132.951,12.1107,11.6621,582.4101,0.71842408,0.00384456,0,9
1018,371.808,331.036,362.045,324.863,7,133,S123,7,5,900,462.8474,424.503,313.967,362.0475,324.7793,132.871,12.1528,11.7136,536.7177,0.71435192,-0.00155669,0,8
1019,287.569,253.764,277.121,248.384,7,134,S124,7,6,901,468.8213,430.2652,313.967,277.1253,248.3018,132.558,12.131,11.7184,422.4627,0.70679363,-0.00755829,0,7
1020,312.685,277.126,303.389,270.443,7,135,S125,7,3,898,463.1946,424.1431,313.967,303.3924,270.3604,132.674,12.1708,11.7495,456.7357,0.70997991,-0.00492478,0,6
1021,431.621,384.172,420.698,379.282,7,136,S126,7,4,899,469.1684,429.9054,313.967,420.6994,379.197,132.999,12.1399,11.687,616.7192,0.71590861,0.0059287,0,5
1022,422.635,377.087,414.587,368.975,7,137,S127,7,1,896,463.5417,423.7833,313.967,414.5879,368.8906,132.99,12.207,11.7597,605.2896,0.71682045,0.0,0,4
1023,397.507,353.738,388.316,346.92,7,138,S128,7,2,897,469.5155,429.5455,313.967,388.3181,346.8361,132.933,12.1821,11.7384,571.0066,0.71490469,-0.00191576,0,3
1024,354.11,471.015,347.687,461.555,8,3,S1,8,127,1150,394.4802,488.717,319.558,347.7045,461.4715,133.022,12.4234,11.9795,626.1459,0.90288498,-0.00033657,1,68
1025,360.556,477.169,353.454,471.5167,8,4,S2,8,128,1151,399.8642,495.0338,319.558,353.4714,471.4335,133.035,12.4487,12.0058,634.971,0.90091733,-0.00196765,1,67
1026,348.666,460.801,341.918,451.59,8,5,S3,8,125,1148,394.8607,488.3926,319.558,341.9353,451.5069,133.002,12.3957,11.9534,614.7584,0.89954734,-0.00068973,1,66
1027,304.397,408.293,297.806,398.965,8,6,S4,8,126,1149,400.2448,494.7094,319.558,297.8245,398.8835,132.896,12.4577,12.0259,546.1122,0.90322155,0.00367421,1,65
1028,243.115,325.679,236.398,316.45,8,7,S5,8,123,1146,395.2413,488.0683,319.558,236.4185,316.3708,132.638,12.4311,12.0196,443.3049,0.89641212,0.00036222,1,64
1029,298.598,398.359,292.04,389.006,8,8,S6,8,124,1147,400.6253,494.3851,319.558,292.0584,388.924,132.866,12.4269,11.9955,534.7231,0.90023707,0.00382495,1,63
1030,343.551,450.327,336.147,441.623,8,9,S7,8,121,1144,395.6218,487.7439,319.558,336.1637,441.5398,132.989,12.3673,11.9251,603.3807,0.89538879,0.00267886,1,62
1031,293.242,388.08,286.271,379.043,8,10,S8,8,122,1145,401.0058,494.0608,319.558,286.2897,378.9617,132.844,12.3939,11.9648,523.346,0.8960499,0.00066111,1,61
1032,287.424,378.149,280.5,369.078,8,11,S9,8,119,1142,396.0023,487.4196,319.558,280.5182,368.9962,132.821,12.3607,11.9312,511.9594,0.89280586,-0.00039415,1,60
1033,237.256,315.789,230.63,306.491,8,12,S10,8,120,1143,401.3864,493.7364,319.558,230.6506,306.4111,132.599,12.3918,11.9815,431.9244,0.89270993,-9.593e-05,1,59
1034,181.918,242.995,175.001,233.928,8,13,S11,8,117,1140,396.3829,487.0953,319.558,175.024,233.8511,132.199,12.3848,12.008,340.5303,0.88516829,-0.00181528,1,58
1035,337.435,440.62,330.373,431.652,8,14,S12,8,118,1141,401.7669,493.4121,319.558,330.39,431.5697,132.973,12.3388,11.8947,591.9824,0.89320001,0.00803172,1,57
1036,282.028,367.885,274.725,359.109,8,15,S13,8,115,1138,396.7634,486.7709,319.558,274.7436,359.0275,132.797,12.3246,11.8961,500.5859,0.8883405,-0.00109819,1,56
1037,232.001,305.426,224.859,296.528,8,16,S14,8,116,1139,402.1474,493.0877,319.558,224.8793,296.4483,132.565,12.3496,11.941,420.5644,0.88698357,-0.00135693,1,55
1038,176.067,233.097,169.23,223.968,8,17,S15,8,113,1136,397.1439,486.4466,319.558,169.2532,223.892,132.131,12.3289,11.9562,329.169,0.87988766,-0.00264672,1,54
1039,331.998,430.38,324.596,421.679,8,18,S16,8,114,1137,402.528,492.7634,319.558,324.6128,421.5969,132.949,12.3066,11.8649,580.6001,0.88943869,0.00955103,1,53
1040,276.249,357.911,268.948,349.136,8,19,S17,8,111,1134,397.5245,486.1222,319.558,268.966,349.0552,132.761,12.2863,11.8595,489.2043,0.88464887,-0.00163736,1,52
1041,226.225,295.457,219.084,286.561,8,20,S18,8,112,1135,402.9085,492.4391,319.558,219.1037,286.4816,132.522,12.3042,11.8969,409.1918,0.88253438,-0.00211449,1,51
1042,170.29,223.131,163.454,214.003,8,21,S19,8,109,1132,397.905,485.7979,319.558,163.477,213.9278,132.052,12.267,11.8985,317.8129,0.87391377,-0.00391845,1,50
1043,326.217,420.402,318.816,411.703,8,22,S20,8,110,1133,403.289,492.1147,319.558,318.8334,411.6205,132.926,12.2743,11.8328,569.2117,0.88628623,0.01237246,1,49
1044,270.467,347.933,263.166,339.16,8,23,S21,8,107,1130,398.2855,485.4736,319.558,263.1845,339.0793,132.737,12.2471,11.8207,477.8248,0.88078096,-0.00222486,1,48
1045,220.445,285.484,213.305,276.589,8,24,S22,8,108,1131,403.6695,491.7904,319.558,213.3245,276.5105,132.48,12.256,11.8504,397.8221,0.87783222,-0.00294874,1,47
1046,367.979,471.032,362.905,464.282,8,25,S23,8,105,1128,398.6661,485.1492,319.558,362.9206,464.1986,133.033,12.2358,11.7823,634.8422,0.88574877,0.02369301,1,46
1047,320.433,410.421,313.034,401.724,8,26,S24,8,106,1129,404.0501,491.4661,319.558,313.0505,401.6412,132.905,12.2405,11.7986,557.825,0.88300582,-0.00274295,1,45
1048,264.305,338.251,257.381,329.18,8,27,S25,8,103,1126,399.0466,484.8249,319.558,257.3991,329.0993,132.706,12.2049,11.7788,466.4374,0.87775651,-0.00252681,1,44
1049,121.118,159.987,113.632,151.383,8,28,S26,8,104,1127,404.4306,491.1417,319.558,113.6608,151.3138,131.22,12.2804,11.9809,237.8477,0.86205576,-0.01570075,1,43
1050,364.379,463.106,357.118,454.297,8,29,S27,8,101,1124,399.4271,484.5006,319.558,357.1341,454.2133,133.015,12.2049,11.7511,626.4306,0.8821936,0.00933685,1,42
1051,314.35,400.674,307.248,391.74,8,30,S28,8,102,1125,404.8111,490.8174,319.558,307.2644,391.6581,132.889,12.205,11.7635,546.4343,0.88028332,-0.00191028,1,41
1052,165.3,212.528,157.673,204.033,8,31,S29,8,99,1122,399.8076,484.1762,319.558,157.6958,203.9583,131.967,12.1989,11.8349,306.4937,0.86419479,0.01139947,1,40
1053,214.66,275.507,207.521,266.613,8,32,S30,8,100,1123,405.1917,490.493,319.558,207.5405,266.5347,132.427,12.2039,11.801,386.4555,0.87285675,0.00866196,1,39
1054,358.632,453.082,351.329,444.308,8,33,S31,8,97,1120,400.1882,483.8519,319.558,351.3443,444.2245,133.001,12.1734,11.7197,615.0417,0.87905173,0.00315317,1,38
1055,115.336,150.02,107.857,141.422,8,34,S32,8,98,1121,405.5722,490.1687,319.558,107.8857,141.3539,131.036,12.1836,11.8957,226.5273,0.85279532,-0.02625641,1,37
1056,259.305,327.631,251.592,319.196,8,37,S33,8,95,1118,400.9492,483.2032,319.558,251.6096,319.1149,132.673,12.1604,11.7347,455.0824,0.87129972,0.00595465,1,34
1057,308.909,390.405,301.458,381.753,8,38,S34,8,96,1119,406.3333,489.52,319.558,301.4749,381.6711,132.87,12.1675,11.7261,535.0573,0.87589856,0.00459884,1,33
1058,159.508,202.547,151.885,194.057,8,39,S35,8,93,1116,401.3298,482.8789,319.558,151.9078,193.9826,131.88,12.1257,11.7672,295.1493,0.85716455,-0.01805411,1,32
1059,209.523,264.998,201.732,256.632,8,40,S36,8,94,1117,406.7138,489.1957,319.558,201.7515,256.5535,132.382,12.148,11.747,375.1131,0.86534507,0.00818052,1,31
1060,303.173,380.365,295.665,371.762,8,41,S37,8,91,1114,401.7103,482.5545,319.558,295.6812,371.6804,132.84,12.1284,11.6874,523.6765,0.87203595,0.03118318,1,30
1061,353.15,442.836,345.536,434.316,8,42,S38,8,92,1115,407.0943,488.8713,319.558,345.5515,434.2324,132.983,12.1389,11.6861,603.6585,0.87521866,0.00318271,1,29
1062,253.683,317.497,245.798,309.206,8,43,S39,8,89,1112,402.0908,482.2302,319.558,245.8155,309.1257,132.634,12.1122,11.6883,443.7142,0.86629009,-0.00620193,1,28
1063,109.831,139.811,102.072,131.452,8,44,S40,8,90,1113,407.4749,488.547,319.558,102.1017,131.3862,130.816,12.0719,11.7994,215.2324,0.84085277,-0.02543732,1,27
1064,203.724,255.007,195.937,246.645,8,45,S41,8,87,1110,402.4714,481.9058,319.558,195.9565,246.5672,132.323,12.0876,11.6893,363.7527,0.85967347,-0.00831697,1,26
1065,347.088,433.054,339.739,424.319,8,46,S42,8,88,1111,407.8554,488.2227,319.558,339.7548,424.2364,132.967,12.1044,11.6512,592.2665,0.87249202,0.01281855,1,25
1066,153.864,192.43,146.089,184.073,8,47,S43,8,85,1108,402.8519,481.5815,319.558,146.1118,183.9998,131.775,12.0439,11.6909,283.8162,0.84886465,-0.01380701,1,24
1067,297.437,370.316,289.868,361.767,8,48,S44,8,86,1109,408.2359,487.8983,319.558,289.8838,361.6849,132.817,12.0863,11.6455,512.297,0.86799044,0.01912579,1,23
1068,341.608,422.789,333.939,414.319,8,49,S45,8,83,1106,403.2324,481.2572,319.558,333.9549,414.2361,132.948,12.0675,11.614,580.886,0.86835651,0.01291078,1,22
1069,247.502,307.81,239.999,299.212,8,50,S46,8,84,1107,408.6165,487.574,319.558,240.0165,299.1316,132.601,12.0617,11.6382,432.333,0.86267166,-0.00568485,1,21
1070,291.702,360.258,284.066,351.767,8,51,S47,8,81,1104,403.613,480.9328,319.558,284.0819,351.6849,132.786,12.0426,11.6022,500.92,0.863748,0.03434175,1,20
1071,197.427,245.415,190.135,236.652,8,52,S48,8,82,1105,408.997,487.2496,319.558,190.1551,236.5744,132.264,12.0234,11.6278,352.3787,0.85544573,-0.00830227,1,19
1072,241.695,297.808,234.194,289.212,8,53,S49,8,79,1102,403.9935,480.6085,319.558,234.2118,289.1318,132.565,12.0088,11.5858,420.9639,0.85769614,-0.00694934,1,18
1073,104.025,129.822,96.276,121.474,8,54,S50,8,80,1103,409.3775,486.9253,319.558,96.3066,121.4088,130.569,11.9655,11.6886,203.9302,0.82940625,-0.02828989,1,17
1074,148.244,182.273,140.284,174.082,8,55,S51,8,77,1100,404.374,480.2841,319.558,140.3078,174.0087,131.659,11.9533,11.6061,272.4906,0.83971145,-0.02690928,1,16
1075,335.864,412.732,328.135,404.315,8,56,S52,8,78,1101,409.7581,486.601,319.558,328.1507,404.232,132.933,12.0292,11.5758,569.5026,0.86464548,0.02493403,1,15
1076,285.894,350.251,278.259,341.762,8,57,S53,8,75,1098,404.7546,479.9598,319.558,278.275,341.68,132.756,11.9967,11.5567,489.5435,0.85948943,0.01275673,1,14
1077,377.338,463.294,372.207,456.858,8,58,S54,8,76,1099,410.1386,486.2766,319.558,372.2214,456.7746,133.042,12.0178,11.5544,634.8876,0.86662073,0.0071313,1,13
1078,329.833,402.905,322.327,394.306,8,59,S55,8,73,1096,405.1351,479.6355,319.558,322.342,394.2232,132.909,11.9886,11.5356,558.1149,0.86144173,-0.00167253,1,12
1079,192.229,234.902,184.327,226.652,8,60,S56,8,74,1097,410.5191,485.9523,319.558,184.3467,226.5744,132.196,11.9524,11.559,341.0465,0.8467327,-0.01470903,1,11
1080,235.967,287.729,228.384,279.205,8,61,S57,8,71,1094,405.5156,479.3111,319.558,228.4011,279.1257,132.513,11.95,11.5296,409.5999,0.85217561,-0.00376685,1,10
1081,373.7,455.617,366.398,446.846,8,62,S58,8,72,1095,410.8996,485.628,319.558,366.4118,446.7627,133.018,11.9818,11.5194,626.6852,0.86311426,0.01093865,1,9
1082,141.481,173.064,134.469,164.081,8,63,S59,8,69,1092,405.8962,478.9868,319.558,134.4927,164.0088,131.526,11.9454,11.5207,261.1218,0.83544552,-0.0221327,1,8
1083,279.745,340.518,272.447,331.751,8,64,S60,8,70,1093,411.2802,485.3036,319.558,272.4626,331.6697,132.731,11.9477,11.5088,478.1594,0.85594246,0.02049694,1,7
1084,368.141,445.387,360.584,436.83,8,65,S61,8,67,1090,406.2767,478.6624,319.558,360.5982,436.7464,133.005,11.945,11.4814,615.3028,0.85917125,0.01728911,1,6
1085,324.019,392.889,316.514,384.292,8,66,S62,8,68,1091,411.6607,484.9793,319.558,316.5291,384.2094,132.891,11.9465,11.4931,546.7321,0.85757822,-0.00159303,1,5
1086,230.148,277.713,222.566,269.193,8,67,S63,8,65,1088,406.6572,478.3381,319.558,222.5837,269.1131,132.479,11.9114,11.4697,398.2359,0.84661617,-0.00352901,1,4
1087,185.894,225.324,178.51,216.644,8,68,S64,8,66,1089,412.0412,484.6549,319.558,178.5301,216.5668,132.128,11.9253,11.4894,329.6788,0.84188214,-0.00473403,1,3
1088,318.2,382.869,310.697,374.273,8,73,S65,8,63,1086,407.7988,477.3651,319.558,310.7113,374.1905,132.865,11.9015,11.4483,535.3515,0.8535526,-0.00196408,0,68
1089,274.335,330.157,266.63,321.735,8,74,S66,8,64,1087,413.1828,483.6819,319.558,266.6451,321.6537,132.707,11.9015,11.4579,466.7965,0.85014518,-0.00340742,0,67
1090,98.623,119.465,90.466,111.484,8,75,S67,8,61,1084,408.1793,477.0408,319.558,90.4979,111.4206,130.262,11.9754,11.5762,192.6671,0.81378238,-0.02865023,0,66
1091,362.374,435.32,354.766,426.809,8,76,S68,8,62,1085,413.5634,483.3576,319.558,354.78,426.7254,132.986,11.9053,11.4413,603.9168,0.85551668,0.0417343,0,65
1092,268.165,320.426,260.806,311.712,8,77,S69,8,59,1082,408.5599,476.7164,319.558,260.8214,311.6312,132.67,11.9033,11.4089,455.4169,0.84622515,-0.0031252,0,64
1093,223.822,268.118,216.742,259.173,8,78,S70,8,60,1083,413.9439,483.0332,319.558,216.7588,259.0934,132.427,11.9138,11.4153,386.8611,0.84243261,-0.00379254,0,63
1094,356.607,425.245,348.944,416.783,8,79,S71,8,57,1080,408.9404,476.3921,319.558,348.9571,416.7,132.969,11.8886,11.4016,592.5332,0.85171282,0.01713597,0,62
1095,312.377,372.843,304.874,364.249,8,80,S72,8,58,1081,414.3244,482.7089,319.558,304.8877,364.1664,132.84,11.8941,11.4047,523.9728,0.84935035,-0.00236247,0,61
1096,136.82,162.043,128.642,154.07,8,81,S73,8,55,1078,409.3209,476.0677,319.558,128.666,153.9983,131.384,11.9528,11.4451,249.8529,0.81968827,0.02546318,0,60
1097,180.066,215.306,172.685,206.627,8,82,S74,8,56,1079,414.705,482.3846,319.558,172.7042,206.5508,132.05,11.9299,11.4263,318.3331,0.83457685,0.01488858,0,59
1098,306.548,362.812,299.045,354.218,8,83,S75,8,53,1076,409.7015,475.7434,319.558,299.0588,354.1363,132.814,11.8958,11.3672,512.5961,0.84496389,-0.00278473,0,58
1099,93.466,108.84,84.639,101.479,8,84,S76,8,54,1077,415.0855,482.0602,319.558,84.671,101.4187,129.905,11.984,11.4785,181.437,0.79422509,-0.0507388,0,57
1100,262.758,310.03,254.975,301.683,8,85,S77,8,51,1074,410.082,475.4191,319.558,254.9907,301.6019,132.641,11.905,11.3675,444.0578,0.83982516,0.00707803,0,56
1101,350.84,415.16,343.116,406.752,8,86,S78,8,52,1075,415.466,481.7359,319.558,343.1296,406.6688,132.948,11.8893,11.368,581.151,0.84774862,0.00792346,0,55
1102,175.227,204.406,166.848,196.601,8,87,S79,8,49,1072,410.4625,475.0947,319.558,166.868,196.5251,131.968,11.9331,11.3748,307.0294,0.82241649,-0.02574419,0,54
1103,218.984,257.23,210.909,249.145,8,88,S80,8,50,1073,415.8466,481.4115,319.558,210.9259,249.0656,132.371,11.9158,11.3712,375.533,0.83274713,0.01033064,0,53
1104,344.678,405.404,337.283,396.716,8,89,S81,8,47,1070,410.8431,474.7704,319.558,337.2967,396.6323,132.936,11.8919,11.3393,569.7618,0.84452786,0.03948718,0,52
1105,386.375,455.823,381.358,449.248,8,90,S82,8,48,1071,416.2271,481.0872,319.558,381.3703,449.1642,133.039,11.8857,11.3411,635.1525,0.84816068,0.00363282,0,51
1106,301.142,352.402,293.21,344.182,8,91,S83,8,45,1068,411.2236,474.446,319.558,293.224,344.0994,132.792,11.8979,11.3382,501.2299,0.83924528,0.00513211,0,50
1107,131.66,151.396,122.8,144.046,8,92,S84,8,46,1069,416.6076,480.7629,319.558,122.8243,143.9752,131.216,11.9569,11.386,238.5748,0.80504068,-0.0342046,0,49
1108,212.961,247.343,205.067,239.108,8,93,S85,8,43,1066,411.6041,474.1217,319.558,205.0837,239.0293,132.322,11.9196,11.3731,364.1729,0.82671501,-0.01626829,0,48
1109,257.006,299.913,249.137,291.646,8,94,S86,8,44,1067,416.9882,480.4385,319.558,249.1528,291.5657,132.606,11.9077,11.3507,432.6925,0.83411317,0.00739816,0,47
1110,339.165,395.078,331.445,386.673,8,95,S87,8,41,1064,411.9847,473.7974,319.558,331.458,386.59,132.902,11.8917,11.3519,558.3871,0.83962892,0.02391423,0,46
1111,383.369,447.506,375.522,439.206,8,96,S88,8,42,1065,417.3687,480.1142,319.558,375.5341,439.1226,133.012,11.8859,11.34,626.9345,0.8429833,0.00335438,0,45
1112,295.07,342.554,287.368,334.139,8,97,S89,8,39,1062,412.3652,473.473,319.558,287.3819,334.0565,132.761,11.8983,11.3689,489.8497,0.8350393,0.00576293,0,44
1113,168.949,194.733,161.0,186.564,8,98,S90,8,40,1063,417.7492,479.7898,319.558,161.0196,186.4884,131.88,11.9373,11.4065,295.6759,0.81571469,-0.01932461,0,43
1114,377.286,437.666,369.681,429.159,8,99,S91,8,37,1060,412.7457,473.1487,319.558,369.6927,429.0754,132.999,11.8866,11.3689,615.5443,0.83972733,0.04021888,0,42
1115,250.872,290.117,243.291,281.602,8,100,S92,8,38,1061,418.1297,479.4655,319.558,243.3065,281.5213,132.563,11.908,11.3934,421.3205,0.82927637,-0.01045096,0,41
1116,333.385,384.971,325.601,376.625,8,101,S93,8,35,1058,413.1263,472.8243,319.558,325.6133,376.5414,132.891,11.8926,11.3874,547.0094,0.83515689,0.01737367,0,40
1117,124.689,142.332,116.941,134.007,8,102,S94,8,36,1059,418.5103,479.1412,319.558,116.9656,133.9377,131.037,11.9621,11.4699,227.213,0.79950845,-0.03564844,0,39
1118,289.3,332.432,281.519,324.088,8,103,S95,8,33,1056,413.5068,472.5,319.558,281.5332,324.0061,132.742,11.9007,11.4136,478.4801,0.8297811,-0.00591707,0,38
1119,207.592,236.858,199.215,229.061,8,104,S96,8,34,1057,418.8908,478.8168,319.558,199.2311,228.9833,132.268,11.9214,11.428,352.8366,0.81778322,-0.01199788,0,37
1120,163.312,184.47,155.138,176.514,8,107,S97,8,31,1054,414.2678,471.8513,319.558,155.157,176.4397,131.77,11.9391,11.483,284.354,0.80541475,-0.01485198,0,34
1121,371.495,427.563,363.834,419.106,8,108,S98,8,32,1055,419.6519,478.1682,319.558,363.8458,419.0225,132.985,11.8879,11.4067,604.1614,0.83569817,0.03028342,0,33
1122,327.679,374.785,319.749,366.569,8,109,S99,8,29,1052,414.6484,471.527,319.558,319.7621,366.4864,132.864,11.8934,11.4332,535.6348,0.83029349,0.06350461,0,32
1123,245.928,279.25,237.437,271.549,8,110,S100,8,30,1053,420.0324,477.8438,319.558,237.4513,271.4683,132.526,11.9093,11.4484,409.9841,0.82026673,-0.01002676,0,31
1124,365.701,417.45,357.981,409.047,8,111,S101,8,27,1050,415.0289,471.2027,319.558,357.9925,408.9636,132.964,11.9115,11.4521,592.7794,0.83150672,0.00821022,0,30
1125,88.935,97.563,80.241,90.185,8,112,S102,8,28,1051,420.4129,477.5195,319.558,80.2665,90.1177,144.007,13.3314,11.6165,170.2815,0.76678888,-0.06471784,0,29
1126,201.948,226.589,193.351,219.004,8,113,S103,8,25,1048,415.4094,470.8783,319.558,193.3675,218.9264,132.197,11.9227,11.501,341.4968,0.80927846,0.03293896,0,28
1127,283.859,321.998,275.663,314.03,8,114,S104,8,26,1049,420.7935,477.1951,319.558,275.6761,313.9479,132.709,11.9057,11.4692,467.119,0.8232965,0.01401804,0,27
1128,322.322,364.268,313.891,356.507,8,115,S105,8,23,1046,415.79,470.554,319.558,313.9039,356.4241,132.839,11.9338,11.487,524.2671,0.8243018,0.01267909,0,26
1129,120.421,130.763,111.06,123.952,8,116,S106,8,24,1047,421.174,476.8708,319.558,111.0851,123.8835,130.818,11.9634,11.586,216.0008,0.7763395,-0.0479623,0,25
1130,360.513,406.781,352.122,398.982,8,117,S107,8,21,1044,416.1705,470.2296,319.558,352.1332,398.8981,132.954,11.9568,11.5001,581.4097,0.82573671,0.00943612,0,24
1131,240.704,268.596,231.572,261.486,8,118,S108,8,22,1045,421.5545,476.5465,319.558,231.5864,261.406,132.479,11.9321,11.5192,398.6445,0.81162271,-0.014114,0,23
1132,395.734,448.085,390.353,441.455,8,119,S109,8,19,1042,416.551,469.9053,319.558,390.3641,441.3701,133.029,11.9742,11.5111,635.6541,0.82906502,0.04092774,0,22
1133,278.47,311.494,269.797,303.963,8,120,S110,8,20,1043,421.9351,476.2221,319.558,269.8104,303.8815,132.673,11.9622,11.5328,455.7631,0.81630059,-0.01276443,0,21
1134,316.519,354.134,308.026,346.437,8,121,S111,8,17,1040,416.9316,469.581,319.558,308.0376,346.3546,132.818,11.984,11.5429,512.8941,0.81918988,0.01919794,0,20
1135,158.884,173.051,149.259,166.451,8,122,S112,8,18,1041,422.3156,475.8978,319.558,149.2788,166.3766,131.655,11.9402,11.5863,273.0925,0.78813728,-0.0310526,0,19
1136,354.975,396.407,346.256,388.909,8,123,S113,8,15,1038,417.3121,469.2566,319.558,346.267,388.8257,132.928,12.0017,11.5494,570.0372,0.82053871,0.01397729,0,18
1137,196.336,216.259,187.474,208.935,8,124,S114,8,16,1039,422.6961,475.5734,319.558,187.4904,208.8578,132.133,11.9727,11.5922,330.1619,0.79999194,-0.02054677,0,17
1138,393.236,438.854,384.487,431.38,8,125,S115,8,13,1036,417.6926,468.9323,319.558,384.4974,431.2958,133.009,12.0154,11.5565,627.1759,0.82205837,0.01230082,0,16
1139,234.293,258.992,225.696,251.413,8,126,S116,8,14,1037,423.0767,475.2491,319.558,225.7106,251.3334,132.428,12.0015,11.5955,387.2699,0.80656142,-0.01549695,0,15
1140,311.035,343.692,302.152,336.359,8,127,S117,8,11,1034,418.0732,468.6079,319.558,302.1634,336.2769,132.79,12.0381,11.6005,501.5304,0.81296217,0.0150886,0,14
